Name,DrugBank ID,Type,Categories,Has Dosing,Frequency,Times Per Day,Routes,Interaction Count,Food Interaction Count,Has Description,Groups
Hexapropymate,,small molecule,"Acids, Acyclic; Central Nervous System Depressants; Hypnotics and Sedatives; Nervous System; Psycholeptics",No,,,,0,0,No,experimental
Clofenamide,,small molecule,"Diuretics; Low-Ceiling Diuretics, Excl. Thiazides; Sulfonamides",No,,,,0,0,No,experimental
Formocortal,,small molecule,Adrenal Cortex Hormones; Anti-Inflammatory Agents; Corticosteroids; Fused-Ring Compounds; Immunosuppressive Agents; Ophthalmologicals; Sensory Organs; Steroids,No,,,,0,0,No,experimental
Fluanisone,,small molecule,Antipsychotic Agents; Butyrophenone Derivatives; Central Nervous System Agents; Central Nervous System Depressants; Hypnotics and Sedatives; Ketones; Nervous System; Neurotoxic agents; Psycholeptics; Psychotropic Drugs; Tranquilizing Agents,No,,,,0,0,No,experimental
Tiemonium iodide,,small molecule,"Agents producing tachycardia; Alimentary Tract and Metabolism; Anticholinergic Agents; Drugs for Functional Gastrointestinal Disorders; Muscarinic Antagonists; Oxazines; Synthetic Anticholinergics, Quaternary Ammonium Compounds",No,,,,0,0,No,experimental
Cefozopran,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; beta Lactam Antibiotics; beta-Lactams; Cephalosporins; Fourth-Generation Cephalosporins; Heterocyclic Compounds, Fused-Ring; Lactams; Nephrotoxic agents; Sulfur Compounds; Tetrazoles; Thiazines",No,,,,0,0,No,experimental
Ipidacrine,,small molecule,"Anti-Dementia Drugs; Cholinesterase Inhibitors; Heterocyclic Compounds, Fused-Ring; Nervous System; Psychoanaleptics; Quinolines",No,,,,0,0,No,experimental
Morpholine,,small molecule,Analgesics; Nervous System; Oxazines; Salicylic Acid and Derivatives,No,,,,0,0,No,experimental
Oxantel,,small molecule,"Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Pyrimidines; Sulfur Compounds; Tetrahydropyrimidine Derivatives; Thiophenes",No,,,,0,0,No,experimental
Sulbentine,,small molecule,Antifungals for Dermatological Use; Antifungals for Topical Use; Dermatologicals,No,,,,0,0,No,experimental
Dimethylaminopropionylphenothiazine,,small molecule,"Alimentary Tract and Metabolism; Drugs for Functional Gastrointestinal Disorders; Synthetic Antispasmodics, Amides With Tertiary Amines",No,,,,0,0,No,experimental
Bekanamycin,,small molecule,Agents that produce neuromuscular block (indirect); Aminoglycoside Antibacterials; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Carbohydrates; Drugs that are Mainly Renally Excreted; Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index; Glycosides; Narrow Therapeutic Index Drugs; Nephrotoxic agents,No,,,,0,0,No,experimental
Cridanimod,,small molecule,"Adjuvants, Immunologic; Antineoplastic and Immunomodulating Agents; Heterocyclic Compounds, Fused-Ring; Immunologic Factors; Interferon Inducers",No,,,,0,0,No,experimental
Metahexamide,,small molecule,Alimentary Tract and Metabolism; Amides; Blood Glucose Lowering Agents; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 Substrates; Drugs Used in Diabetes; Insulin Secretagogues; Oral Hypoglycemics; Sulfones; Sulfonylureas; Sulfur Compounds,No,,,,0,0,No,experimental
Mosapramine,,small molecule,"Antipsychotic Agents; Central Nervous System Depressants; Heterocyclic Compounds, Fused-Ring; Nervous System; Neurotoxic agents; Psycholeptics",No,,,,0,0,No,experimental
Carboquone,,small molecule,"Alkylating Drugs; Antineoplastic Agents; Antineoplastic Agents, Alkylating; Antineoplastic and Immunomodulating Agents; Aziridines; Azirines; Benzoquinones; Ethylene Imines; Noxae; Quinones; Toxic Actions",No,,,,0,0,No,experimental
Dihexyverine,,small molecule,"Agents producing tachycardia; Alimentary Tract and Metabolism; Anticholinergic Agents; Drugs for Functional Gastrointestinal Disorders; Muscarinic Antagonists; Synthetic Anticholinergics, Esters With Tertiary Amino Group",No,,,,0,0,No,experimental
Dexchlorpheniramine,,small molecule,Agents that reduce seizure threshold; Antihistamines for Systemic Use; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (strength unknown); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Histamine Agents; Histamine Antagonists; Histamine H1 Antagonists; Moderate Risk QTc-Prolonging Agents; Neurotransmitter Agents; Pyridines; QTc Prolonging Agents; Stereoisomerism; Substituted Alkylamines,No,,,,0,0,Yes,experimental; investigational
Naftazone,,small molecule,Capillary Stabilizing Agents; Coagulants; Hematologic Agents; Hemostatics; Naphthalenes; Quinones; Vasoprotectives,No,,,,0,1,No,approved
Butalamine,,small molecule,Cardiovascular Agents; Oxazoles; Peripheral Vasodilators; Vasodilating Agents,No,,,,0,0,No,experimental
Cefpirome,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; beta Lactam Antibiotics; beta-Lactams; Cephalosporins; Fourth-Generation Cephalosporins; Heterocyclic Compounds, Fused-Ring; Lactams; Nephrotoxic agents; Sulfur Compounds; Thiazines",No,,,,0,0,No,approved
Quinisocaine,,small molecule,"Anesthetics; Anesthetics for Topical Use; Anesthetics, Local; Antipruritics, Incl. Antihistamines, Anesthetics, Etc.; Central Nervous System Agents; Central Nervous System Depressants; Dermatologicals; Heterocyclic Compounds, Fused-Ring; Peripheral Nervous System Agents; Sensory System Agents",No,,,,0,0,No,experimental
Omoconazole,,small molecule,Anti-Infective Agents; Antifungal Agents; Antifungals for Dermatological Use; Antifungals for Topical Use; Azole Antifungals; Dermatologicals; Genito Urinary System and Sex Hormones; Gynecological Antiinfectives and Antiseptics; Imidazole and Triazole Derivatives; Imidazole Derivatives,No,,,,0,0,No,experimental
Quingestanol,,small molecule,"Adrenal Cortex Hormones; Combination Contraceptives (with Estrogen and derivatives); Contraceptive Agents, Female; Contraceptives, Oral; Contraceptives, Postcoital; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Fused-Ring Compounds; Genito Urinary System and Sex Hormones; Hormonal Contraceptives for Systemic Use; Norpregnanes; Norsteroids; Progestin Contraceptives; Progestins; Sex Hormones and Modulators of the Genital System; Steroids",No,,,,0,0,No,experimental
Clometocillin,,small molecule,Anti-Bacterial Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; Beta-Lactamase Sensitive Penicillins; beta-Lactams; Penicillins,No,,,,0,0,No,experimental
Niaprazine,,small molecule,Central Nervous System Depressants; Hypnotics and Sedatives; Nervous System; Nicotinic Acids; Psycholeptics; Pyridines,No,,,,0,0,Yes,experimental
Drisapersen,,small molecule,"Musculo-Skeletal System; Nucleic Acids, Nucleotides, and Nucleosides; Nucleotides; Polynucleotides",No,,,,0,0,No,experimental; investigational; withdrawn
Tacalcitol,,small molecule,Anti-Inflammatory Agents; Antipsoriatics; Antipsoriatics for Topical Use; Cholestanes; Cholestenes; Dermatologicals; Fused-Ring Compounds; Lipids; Membrane Lipids; Ointments; Secosteroids; Steroids; Sterols; Vitamin D and Analogues; Vitamins; Vitamins (Fat Soluble),No,,,,0,0,No,experimental; investigational
Vinyl ether,,small molecule,"Alkenes; Anesthetics; Anesthetics, General; Central Nervous System Agents; Central Nervous System Depressants; Ethers; Hydrocarbons, Acyclic; Nervous System",No,,,,0,0,No,experimental
Acetyldigoxin,,small molecule,"Antiarrhythmic agents; Carbohydrates; Cardanolides; Cardenolides; Cardiac Glycosides; Cardiac Therapy; Cardiotonic Agents; Cardiovascular Agents; Compounds used in a research, industrial, or household setting; Digitalis Glycosides; Digoxin and derivatives; Enzyme Inhibitors; Fused-Ring Compounds; Glycosides; Potential QTc-Prolonging Agents; Protective Agents; QTc Prolonging Agents; Steroids",No,,,,0,0,No,experimental
Tretoquinol,,small molecule,"Adrenergic Agents; Adrenergic Agonists; Adrenergic beta-Agonists; Adrenergics for Systemic Use; Adrenergics, Inhalants; Agents producing tachycardia; Agents that produce hypertension; Anti-Asthmatic Agents; Autonomic Agents; Benzylisoquinolines; Bronchodilator Agents; Drugs for Obstructive Airway Diseases; Heterocyclic Compounds, Fused-Ring; Isoquinolines; Neurotransmitter Agents; Peripheral Nervous System Agents; Respiratory System Agents; Selective Beta 2-adrenergic Agonists; Sympathomimetics",No,,,,0,0,No,experimental
Sulbenicillin,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; beta-Lactams; Heterocyclic Compounds, Fused-Ring; Lactams; Penicillin G; Penicillins; Penicillins With Extended Spectrum; Sulfur Compounds",No,,,,0,0,No,experimental
Distigmine,,small molecule,Cholinergic Agents; Cholinesterase Inhibitors; Enzyme Inhibitors; Nervous System; Neurotransmitter Agents; Parasympathomimetics; Pyridines,No,,,,0,0,Yes,experimental
Penthienate,,small molecule,"Agents producing tachycardia; Alimentary Tract and Metabolism; Amines; Ammonium Compounds; Anticholinergic Agents; Drugs for Functional Gastrointestinal Disorders; Muscarinic Antagonists; Nitrogen Compounds; Onium Compounds; Synthetic Anticholinergics, Quaternary Ammonium Compounds",No,,,,0,0,No,experimental
Bromochlorosalicylanilide,,small molecule,Antifungals for Dermatological Use; Antifungals for Topical Use; Dermatologicals,No,,,,0,0,No,experimental
Ambazone,,small molecule,"Amidines; Anti-Infective Agents, Local; Guanidines; Throat Preparations",No,,,,0,0,No,experimental
Ferrous carbonate,,small molecule,"Antianemic Preparations; Blood and Blood Forming Organs; Iron Bivalent, Oral Preparations; Iron Preparations",No,,,,0,0,No,experimental
Sulfathiourea,,small molecule,Amides; Amines; Aniline Compounds; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Short-Acting Antibacterial Sulfonamides; Sulfonamides; Sulfonamides and trimethoprim; Sulfones; Sulfur Compounds,No,,,,0,0,No,experimental
Protamine,,small molecule,"Amino Acids, Peptides, and Proteins; Antidotes; Coagulants; Hematologic Agents; Heparin Antagonists; Heparin Binding Activity; Heparin Reversal Agent; Nuclear Proteins; Nucleoproteins; Proteins; Reversed Anticoagulation Activity",No,,,,0,0,No,experimental; investigational
Ioglicic acid,,small molecule,"Acids, Carbocyclic; Benzene Derivatives; Benzoates; Contrast Media; Iodobenzoates; Triiodobenzoic Acids; Watersoluble, Nephrotropic, High Osmolar X-Ray Contrast Media; X-Ray Contrast Media, Iodinated",No,,,,0,0,No,experimental
Tibezonium iodide,,small molecule,Alimentary Tract and Metabolism; Antiinfectives and Antiseptics for Local Oral Treatment; Stomatological Preparations,No,,,,0,0,No,experimental
Gepefrine,,small molecule,Adrenergic and Dopaminergic Agents; Agents producing tachycardia; Agents that produce hypertension; Amines; Amphetamines; Cardiac Stimulants Excl. Cardiac Glycosides; Cardiac Therapy; Ethylamines; Phenethylamines; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Sympathomimetics,No,,,,0,0,No,experimental
Pristinamycin,,small molecule,"Amino Acids, Peptides, and Proteins; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Macrolides, Lincosamides and Streptogramins; Peptides; Peptides, Cyclic; Streptogramins",No,,,,0,0,No,experimental; investigational
Decamethoxine,,small molecule,"Amines; Anti-Bacterial Agents; Anti-Infective Agents; Anti-Infective Agents, Local; Antiseptics and Disinfectants; Bis-Trimethylammonium Compounds; Dermatologicals; Onium Compounds; Quaternary Ammonium Compounds",No,,,,0,0,No,experimental
Eosin,,small molecule,"Antiseptics and Disinfectants; Coloring Agents; Compounds used in a research, industrial, or household setting; Dermatologicals; Fluoresceins; Fluorescent Dyes; Heterocyclic Compounds, Fused-Ring; Indicators and Reagents; Laboratory Chemicals; Luminescent Agents; Spiro Compounds; Xanthenes",No,,,,0,0,No,experimental
Sodium tartrate,,small molecule,"Acids, Acyclic; Alimentary Tract and Metabolism; Carbohydrates; Dicarboxylic Acids; Drugs for Constipation; Hydroxy Acids; Laxatives; Osmotic Laxatives; Sugar Acids",No,,,,0,0,Yes,approved
Fenquizone,,small molecule,"Diuretics; Heterocyclic Compounds, Fused-Ring; Low-Ceiling Diuretics, Excl. Thiazides; Natriuretic Agents; Sulfonamides",No,,,,0,0,No,experimental
Ciclonicate,,small molecule,Nicotinic Acid and Derivatives; Peripheral Vasodilators; Pyridines,No,,,,0,0,No,experimental
Metenolone,,small molecule,"Alimentary Tract and Metabolism; Anabolic Agents; Anabolic Agents for Systemic Use; Anabolic Steroids; Androstan Derivatives; Androstanes; Androstenes; Androstenols; Fused-Ring Compounds; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Steroids; Testosterone Congeners",No,,,,0,0,No,experimental
Tritoqualine,,small molecule,"Antihistamines for Systemic Use; Cholagogues and Choleretics; Heterocyclic Compounds, Fused-Ring; Histamine Agents; Histamine Antagonists; Neurotransmitter Agents",No,,,,0,0,No,approved
Dixanthogen,,small molecule,"Anions; Antiparasitic Products, Insecticides and Repellents; Ectoparasiticides, Incl. Scabicides; Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents; Electrolytes; Hydrogen Sulfide; Ions; Sulfides; Sulfur Compounds; Sulfur Containing Products",No,,,,0,0,No,experimental
Quifenadine,,small molecule,Antihistamines for Systemic Use; Benzene Derivatives; Histamine Agents; Histamine Antagonists; Neurotransmitter Agents,No,,,,0,0,No,experimental
Xibornol,,small molecule,Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Bicyclic Monoterpenes; Bridged-Ring Compounds; Monoterpenes; Norbornanes; Terpenes,No,,,,0,0,No,experimental
Dilazep,,small molecule,Azepines; Cardiac Therapy; Cardiovascular Agents; Vasodilating Agents; Vasodilators Used in Cardiac Diseases,No,,,,0,0,No,experimental
Dibutylphthalate,,small molecule,"Acids, Carbocyclic; Antiparasitic Products, Insecticides and Repellents; Compounds used in a research, industrial, or household setting; Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents; Insecticides and Repellents; Phthalic Acids; Plasticizers",No,,,,0,0,No,experimental
Phenothrin,,small molecule,"Agrochemicals; Antiparasitic Products, Insecticides and Repellents; Compounds used in a research, industrial, or household setting; Cyclopentane Monoterpenes; Ectoparasiticides, Incl. Scabicides; Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents; Insecticides; Monoterpenes; Pesticides; Pyrethrines, Incl. Synthetic Compounds; Terpenes; Toxic Actions",No,,,,0,0,No,experimental
Hydroquinine,,small molecule,"Alkaloids; Antiarrhythmic agents; Autonomic Agents; Cardiovascular Agents; Cinchona Alkaloids; Heterocyclic Compounds, Fused-Ring; Musculo-Skeletal System; Parasympatholytics; Peripheral Nervous System Agents; Quinolines; Quinuclidines",No,,,,0,0,No,experimental
Trolnitrate,,small molecule,Alcohols; Amines; Amino Alcohols; Anions; Antianginal Agents; Cardiac Therapy; Electrolytes; Ions; Nitrogen Compounds; Organic Nitrates; Vasodilating Agents; Vasodilators Used in Cardiac Diseases,No,,,,0,0,No,experimental
Diphemanil,,small molecule,"Agents producing tachycardia; Alimentary Tract and Metabolism; Anti-Asthmatic Agents; Anticholinergic Agents; Autonomic Agents; Bronchodilator Agents; Drugs for Functional Gastrointestinal Disorders; Muscarinic Antagonists; Parasympatholytics; Peripheral Nervous System Agents; Respiratory System Agents; Synthetic Anticholinergics, Quaternary Ammonium Compounds",No,,,,0,0,No,approved; vet_approved; withdrawn
Cypermethrin,,small molecule,"Agrochemicals; Antiparasitic Products, Insecticides and Repellents; Compounds used in a research, industrial, or household setting; Cyclopentane Monoterpenes; Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents; Insecticides; Insecticides and Repellents; Monoterpenes; Pesticides; Pyrethrines; Terpenes; Toxic Actions",No,,,,0,0,No,experimental
Pirprofen,,small molecule,"Acids, Carbocyclic; Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antirheumatic Agents; Musculo-Skeletal System; Nephrotoxic agents; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Propionates; Sensory System Agents",No,,,,0,0,No,experimental
